Gene stable ID	Gene Name	ZFIN ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
ENSDARG00000037423	smim19	ZDB-GENE-050913-125	smim19	565058	protein_coding
ENSDARG00000070412	mtmr7b	ZDB-GENE-050913-66	mtmr7b	559198	protein_coding
ENSDARG00000091592	peli1a	ZDB-GENE-110310-6	peli1a	100534919	protein_coding
ENSDARG00000044545	zgc:77262	ZDB-GENE-040426-1811	zgc:77262	402952	protein_coding
ENSDARG00000025168	mpp7b	ZDB-GENE-141212-293	mpp7b	101882129	protein_coding
ENSDARG00000002330	lhx8a	ZDB-GENE-031008-2	lhx8a	378959	protein_coding
ENSDARG00000034705	pvalb7	ZDB-GENE-040718-285	pvalb7	402807	protein_coding
ENSDARG00000079266	foxe1	ZDB-GENE-061116-1	foxe1	567676	protein_coding
ENSDARG00000038151	zgc:92360	ZDB-GENE-040718-470	zgc:92360	436988	protein_coding
ENSDARG00000056307	znf706	ZDB-GENE-040718-454	znf706	402905	protein_coding
ENSDARG00000062720	pcdh1a	ZDB-GENE-091116-32	pcdh1a	100006496	protein_coding
ENSDARG00000037867	atp5mf	ZDB-GENE-050309-87	atp5mf	402883	protein_coding
ENSDARG00000033597	api5	ZDB-GENE-030131-395	api5	321676	protein_coding
ENSDARG00000079123	ikbkb	ZDB-GENE-071115-2	ikbkb	563560	protein_coding
ENSDARG00000039980	ppt1	ZDB-GENE-040426-2653	ppt1	406648	protein_coding
ENSDARG00000063129	si:ch211-38m6.7	ZDB-GENE-130603-15	si:ch211-38m6.7	101885585	protein_coding
ENSDARG00000074126	ttc39a	ZDB-GENE-091116-42	ttc39a	100320357	protein_coding
ENSDARG00000102462	BX088535.1				lncRNA
ENSDARG00000076466	maml1	ZDB-GENE-100820-2	maml1	567335	protein_coding
ENSDARG00000100794	mmp13b	ZDB-GENE-030131-6152	mmp13b	100006896	protein_coding
ENSDARG00000062231	znf362b	ZDB-GENE-070424-35	znf362b	100038768	protein_coding
ENSDARG00000017397	smarcc1a	ZDB-GENE-080514-3	smarcc1a	403020	protein_coding
ENSDARG00000093401	crha	ZDB-GENE-070912-371			protein_coding
ENSDARG00000077089	blm	ZDB-GENE-070702-5	blm	572540	protein_coding
ENSDARG00000025478	gipr	ZDB-GENE-050516-4	gipr	101885360	protein_coding
ENSDARG00000013561	pgm1	ZDB-GENE-040426-1245	pgm1	394000	protein_coding
ENSDARG00000059549	akap10	ZDB-GENE-030131-2535	akap10	566920	protein_coding
ENSDARG00000058358	krt8	ZDB-GENE-030411-5	krt8	797433	protein_coding
ENSDARG00000008491	si:ch211-107o10.3	ZDB-GENE-030131-4716	si:ch211-107o10.3	407663	protein_coding
ENSDARG00000036489	MAF1	ZDB-GENE-050913-28	zgc:112356	569875	protein_coding
ENSDARG00000075819	arhgef2	ZDB-GENE-030717-1	arhgef2	561276	protein_coding
ENSDARG00000074640	FIBCD1	ZDB-GENE-081105-148			protein_coding
ENSDARG00000077002	igsf3	ZDB-GENE-070912-243	igsf3	557878	protein_coding
ENSDARG00000031161	nr1d4a	ZDB-GENE-080403-5	nr1d4a	563150	protein_coding
ENSDARG00000030805	znhit2	ZDB-GENE-061103-46	znhit2	777606	protein_coding
ENSDARG00000059130	gata1b	ZDB-GENE-081104-43	gata1b	564960	protein_coding
ENSDARG00000057833	gulp1b	ZDB-GENE-120228-2	gulp1b	100006392	protein_coding
ENSDARG00000093851	CU639468.1				lncRNA
ENSDARG00000075549	cdh5	ZDB-GENE-040816-1	cdh5	445471	protein_coding
ENSDARG00000016815	casc1	ZDB-GENE-041210-153	casc1	566485	protein_coding
ENSDARG00000093478	si:ch211-197e7.3	ZDB-GENE-131122-50			protein_coding
ENSDARG00000089230	si:ch211-253b8.2	ZDB-GENE-030131-4633	si:ch211-253b8.2	562114	protein_coding
ENSDARG00000054510	adrb2b	ZDB-GENE-070410-32	adrb2b	100037315	protein_coding
ENSDARG00000040812	ncf4	ZDB-GENE-041124-1	ncf4	403014	protein_coding
ENSDARG00000003344	trpc2b	ZDB-GENE-050712-3	trpc2b	562120	protein_coding
ENSDARG00000102320	mob1a	ZDB-GENE-030131-6506	mob1a	100005014	protein_coding
ENSDARG00000104145	CR381676.1				lncRNA
ENSDARG00000033928	ndfip2	ZDB-GENE-040426-2662	ndfip2	406656	protein_coding
ENSDARG00000032919	chchd3a	ZDB-GENE-030131-5005	chchd3a	407730	protein_coding
ENSDARG00000069184	ubtd2	ZDB-GENE-040718-473	ubtd2	436991	protein_coding
ENSDARG00000114965	pimr166	ZDB-GENE-070424-73			protein_coding
ENSDARG00000097383	BX465853.1				lncRNA
ENSDARG00000059672	arhgap36	ZDB-GENE-060616-298	arhgap36	559813	protein_coding
ENSDARG00000076815	eif3s10	ZDB-GENE-030131-5726	eif3s10	327515	protein_coding
ENSDARG00000075433	myom2a	ZDB-GENE-030131-6201	myom2a	334269	protein_coding
ENSDARG00000092362	hsp70.2	ZDB-GENE-110405-1	hsp70.2	100535101	protein_coding
ENSDARG00000052012	rtn4rl2a	ZDB-GENE-040310-4	rtn4rl2a	403307	protein_coding
ENSDARG00000094984	si:ch211-197g15.8	ZDB-GENE-050208-377	si:ch211-197g15.8	100005143	protein_coding
ENSDARG00000034095	si:dkey-59l11.10	ZDB-GENE-120703-17	si:dkey-59l11.10	108183670	protein_coding
ENSDARG00000074365	zgc:171901	ZDB-GENE-080220-13	zgc:171901	556292	protein_coding
ENSDARG00000041040	piga	ZDB-GENE-040426-1086	piga	791759	protein_coding
ENSDARG00000093728	CR931802.1				lncRNA
ENSDARG00000020133	jdp2b	ZDB-GENE-040718-197	jdp2b	436766	protein_coding
ENSDARG00000094749	ENSDARG00000094749	ZDB-GENE-091113-19	si:dkey-84o3.2	100330919	protein_coding
ENSDARG00000103488	CR356246.1				lncRNA
ENSDARG00000059056	ft1	ZDB-GENE-990715-17	ft1	30683	protein_coding
ENSDARG00000052644	ca10a	ZDB-GENE-051030-123	ca10a	641327	protein_coding
ENSDARG00000097713	BX927318.1				lncRNA
ENSDARG00000011219	akt2	ZDB-GENE-031007-5	akt2	378972	protein_coding
ENSDARG00000062056	elmod1	ZDB-GENE-070112-262	elmod1	791199	protein_coding
ENSDARG00000075459	ptpn20	ZDB-GENE-090313-90	ptpn20	571774	protein_coding
ENSDARG00000029688	hsp70.1	ZDB-GENE-990415-91	hsp70.1	100126123	protein_coding
ENSDARG00000079017	tlnrd1	ZDB-GENE-130103-2	tlnrd1	100003148	protein_coding
ENSDARG00000018621	slc6a19a.1	ZDB-GENE-070620-2	slc6a19a.1	553256	protein_coding
ENSDARG00000030871	siah1	ZDB-GENE-010319-31	siah1	80955	protein_coding
ENSDARG00000100137	il17ra2	ZDB-GENE-060503-869			protein_coding
ENSDARG00000070658	zbtb12.2	ZDB-GENE-060503-27	zbtb12.2	559081	protein_coding
ENSDARG00000038802	cenpl	ZDB-GENE-040930-6	cenpl	445401	protein_coding
ENSDARG00000040988	tpi1b	ZDB-GENE-020416-4	tpi1b	560753	protein_coding
ENSDARG00000086849	si:dkey-187k19.2	ZDB-GENE-131121-68			protein_coding
ENSDARG00000017542	fgf1a	ZDB-GENE-040426-1729	fgf1a	393733	protein_coding
ENSDARG00000101642	si:ch211-155m12.1	ZDB-GENE-060526-51	si:ch211-155m12.1	567653	protein_coding
ENSDARG00000059871	shrprbck1r	ZDB-GENE-080220-52	shrprbck1r	569903	protein_coding
ENSDARG00000074652	smtna	ZDB-GENE-091204-245	smtna	100333230	protein_coding
ENSDARG00000044280	opn1mw2	ZDB-GENE-030728-5	opn1mw2	360151	protein_coding
ENSDARG00000075785	si:ch73-190m4.1	ZDB-GENE-090311-56	si:ch73-190m4.1	559981	protein_coding
ENSDARG00000079699	zgc:162612	ZDB-GENE-070410-88	zgc:162612	100037333	protein_coding
ENSDARG00000103699	ptpn13	ZDB-GENE-070410-72	ptpn13	560883	protein_coding
ENSDARG00000078603	myo1hb	ZDB-GENE-070705-355	myo1hb	796782	protein_coding
ENSDARG00000071259	fbxo34	ZDB-GENE-030131-2194	fbxo34	323474	protein_coding
ENSDARG00000097753	slirp	ZDB-GENE-030729-30	slirp	368358	protein_coding
ENSDARG00000102973	cmtm8a	ZDB-GENE-060503-738	cmtm8a	101886542	protein_coding
ENSDARG00000063361	si:ch211-1e14.1	ZDB-GENE-050420-149	si:ch211-1e14.1	556850	protein_coding
ENSDARG00000059746	plod1a	ZDB-GENE-030131-3165	plod1a	777635	protein_coding
ENSDARG00000069099	tmco1	ZDB-GENE-050417-344	tmco1	378980	protein_coding
ENSDARG00000002933	gbx2	ZDB-GENE-020509-2	gbx2	245948	protein_coding
ENSDARG00000035595	ficd	ZDB-GENE-030131-6588	ficd	334648	protein_coding
ENSDARG00000055737	ube3a	ZDB-GENE-041114-190	ube3a	792398	protein_coding
ENSDARG00000098646	mthfd2	ZDB-GENE-040704-20	mthfd2	100004977	protein_coding
ENSDARG00000011818	batf	ZDB-GENE-041014-291	batf	564589	protein_coding
ENSDARG00000045926	crabp1a	ZDB-GENE-020320-3	crabp1a	171479	protein_coding
ENSDARG00000062561	adck1	ZDB-GENE-080401-5	adck1	100144553	protein_coding
ENSDARG00000092096	BX294661.1				lncRNA
ENSDARG00000096592	BX908780.2				lncRNA
ENSDARG00000070455	tmem245	ZDB-GENE-100922-188	tmem245	100000119	protein_coding
ENSDARG00000098787	cd7al	ZDB-GENE-061207-47	cd7al	100001623	protein_coding
ENSDARG00000091975	AL929229.1				lncRNA
ENSDARG00000039145	plaub	ZDB-GENE-030619-15	plaub	100538108	protein_coding
ENSDARG00000093874	si:dkey-196j8.2	ZDB-GENE-081107-58			protein_coding
ENSDARG00000018524	midn	ZDB-GENE-030131-2433	midn	323713	protein_coding
ENSDARG00000098316	BX908386.1		LOC110438099	110438099	lncRNA
ENSDARG00000067795	ifngr2	ZDB-GENE-030131-5999	ifngr2	562820	protein_coding
ENSDARG00000094995	ENSDARG00000094995	ZDB-GENE-091113-31	LOC103909414	103909414	protein_coding
ENSDARG00000096643	BX908780.4				lncRNA
ENSDARG00000103208	il17ra1b	ZDB-GENE-110914-185	LOC100005924	100005924	protein_coding
ENSDARG00000060861	dars2	ZDB-GENE-070912-443	dars2	571144	protein_coding
ENSDARG00000070824	ndufb5	ZDB-GENE-011010-1	ndufb5	797063	protein_coding
ENSDARG00000074201	flna	ZDB-GENE-030131-2145	flna	562529	protein_coding
ENSDARG00000019062	arpc5b	ZDB-GENE-040120-7	arpc5b	399482	protein_coding
ENSDARG00000075858	fam155a	ZDB-GENE-090313-34	fam155a	100149983	protein_coding
ENSDARG00000014676	bckdhb	ZDB-GENE-030124-2	bckdhb	569980	protein_coding
ENSDARG00000079611	sema4c	ZDB-GENE-080303-16	sema4c	561895	protein_coding
ENSDARG00000103469	CR450787.1				lncRNA
ENSDARG00000013461	supt7l	ZDB-GENE-050227-17	supt7l	503605	protein_coding
ENSDARG00000105389	mmel1	ZDB-GENE-101112-2	mmel1	560703	protein_coding
ENSDARG00000101064	BX511223.1				lncRNA
ENSDARG00000103313	rhot1b	ZDB-GENE-061009-52	rhot1b	561933	protein_coding
ENSDARG00000055930	zc3h7bb	ZDB-GENE-080208-7	zc3h7bb	557754	protein_coding
ENSDARG00000037810	adtrp1	ZDB-GENE-050417-220	adtrp1	550414	protein_coding
ENSDARG00000051889	dhodh	ZDB-GENE-030131-3157	dhodh	494065	protein_coding
ENSDARG00000020000	sh3bp4a	ZDB-GENE-040303-3	sh3bp4a	403082	protein_coding
ENSDARG00000017437	adcy3b	ZDB-GENE-041014-276			protein_coding
ENSDARG00000021455	strbp	ZDB-GENE-030729-18	strbp	557957	protein_coding
ENSDARG00000017803	gsk3ba	ZDB-GENE-990714-4	gsk3ba	30654	protein_coding
ENSDARG00000054542	il12bb	ZDB-GENE-030131-7937	il12bb	335994	protein_coding
ENSDARG00000031888	mapk8a	ZDB-GENE-080218-17	mapk8a	562720	protein_coding
ENSDARG00000053386	wdr27	ZDB-GENE-051120-93	wdr27	641503	protein_coding
ENSDARG00000004402	elovl6	ZDB-GENE-030114-1	elovl6	317738	protein_coding
ENSDARG00000102493	ticam1	ZDB-GENE-040219-2	ticam1	403147	protein_coding
ENSDARG00000058646	ptprna	ZDB-GENE-030131-3511	ptprna	324790	protein_coding
ENSDARG00000092399	taar20d1	ZDB-GENE-091116-90			protein_coding
ENSDARG00000075726	dhrs7b	ZDB-GENE-050417-277	dhrs7b	550454	protein_coding
ENSDARG00000063219	ubap2l	ZDB-GENE-060503-244	ubap2l	100034477	protein_coding
ENSDARG00000111001	taar20z	ZDB-GENE-060414-14			protein_coding
ENSDARG00000060933	baiap2l2b	ZDB-GENE-060503-339	baiap2l2b	564798	protein_coding
ENSDARG00000092133	ENSDARG00000092133	ZDB-GENE-091113-30	LOC103909414	103909414	protein_coding
ENSDARG00000026081	lhcgr	ZDB-GENE-040806-3	lhcgr	402920	protein_coding
ENSDARG00000110430	taar20a1	ZDB-GENE-060413-7	LOC110438876	110438876	protein_coding
ENSDARG00000090724	scn12aa	ZDB-GENE-060908-2	scn12aa	795688	protein_coding
ENSDARG00000096724	BX248238.1				lncRNA
ENSDARG00000095303	CR926469.1				lncRNA
ENSDARG00000075178	lpcat3	ZDB-GENE-041111-232	lpcat3	555566	protein_coding
ENSDARG00000068157	ehmt1a	ZDB-GENE-040724-44	ehmt1a	100005761	protein_coding
ENSDARG00000019963	sfxn1	ZDB-GENE-040801-45	sfxn1	445143	protein_coding
ENSDARG00000069745	slc35f2	ZDB-GENE-030131-5516	slc35f2	555929	protein_coding
ENSDARG00000074447	dapk3	ZDB-GENE-030131-3026	dapk3	562194	protein_coding
ENSDARG00000019526	agfg1b	ZDB-GENE-040426-1520	agfg1b	393560	protein_coding
ENSDARG00000027799	ucmaa	ZDB-GENE-070410-71	ucmaa	100037325	protein_coding
ENSDARG00000095915	col6a3	ZDB-GENE-070501-8	LOC108191316	108191316	protein_coding
ENSDARG00000003517	impa1	ZDB-GENE-040718-245	impa1	437018	protein_coding
ENSDARG00000097059	si:dkey-159n16.4	ZDB-GENE-131120-58			protein_coding
ENSDARG00000039521	ssx2ipa	ZDB-GENE-040426-1756	ssx2ipa	393808	protein_coding
ENSDARG00000100942	zgc:194655	ZDB-GENE-081022-137	zgc:194655	794380	protein_coding
ENSDARG00000036194	pitx2	ZDB-GENE-990714-27	pitx2	30164	protein_coding
ENSDARG00000104734	kat2a	ZDB-GENE-080403-11	kat2a	555517	protein_coding
ENSDARG00000067781	urp2	ZDB-GENE-110718-3	urp2	100001008	protein_coding
ENSDARG00000045487	rps16	ZDB-GENE-050506-107	rps16	767765	protein_coding
ENSDARG00000059993	trpm4a	ZDB-GENE-090302-3	trpm4a	100004946	protein_coding
ENSDARG00000015312	klf12a	ZDB-GENE-030131-9188	klf12a	798629	protein_coding
ENSDARG00000077139	col6a3	ZDB-GENE-070501-8			protein_coding
ENSDARG00000070108	dek	ZDB-GENE-060512-191	dek	692304	protein_coding
ENSDARG00000012194	scp2a	ZDB-GENE-040426-1846	scp2a	393839	protein_coding
ENSDARG00000045815	mcm10	ZDB-GENE-041210-42	mcm10	553396	protein_coding
ENSDARG00000100536	nkrf	ZDB-GENE-030616-73	nkrf	797627	protein_coding
ENSDARG00000076117	stard5	ZDB-GENE-130103-4			protein_coding
ENSDARG00000091368	AL954327.1		LOC567978	567978	lncRNA
ENSDARG00000098764	musk	ZDB-GENE-030131-6458	musk	334526	protein_coding
ENSDARG00000035185	fzd9a	ZDB-GENE-060531-77	fzd9a	557447	protein_coding
ENSDARG00000105085	BX649622.2		LOC570184	570184	pseudogene
ENSDARG00000037550	cyp21a2	ZDB-GENE-070103-6	cyp21a2	793249	protein_coding
ENSDARG00000075542	zfhx4	ZDB-GENE-070530-3	zfhx4	556453	protein_coding
ENSDARG00000096247	CU633478.1				lncRNA
ENSDARG00000087413	bean1	ZDB-GENE-141216-52	bean1	101885923	protein_coding
ENSDARG00000096967	CR383662.5				lncRNA
ENSDARG00000073720	RNF180	ZDB-GENE-081104-393	si:dkey-250l23.4	562354	protein_coding
ENSDARG00000062612	dhx37	ZDB-GENE-030131-4505	dhx37	100009635	protein_coding
ENSDARG00000014017	rrm1	ZDB-GENE-990415-247	rrm1	30740	protein_coding
ENSDARG00000045749	ppfibp1a	ZDB-GENE-041210-298	ppfibp1a	565020	protein_coding
ENSDARG00000094243	shda	ZDB-GENE-070912-58	shda	561247	protein_coding
ENSDARG00000105718	CABZ01068273.1				lncRNA
ENSDARG00000020077	nol10	ZDB-GENE-040426-764	nol10	393206	protein_coding
ENSDARG00000035521	sfrp1a	ZDB-GENE-040310-5	sfrp1a	402843	protein_coding
ENSDARG00000095947	adkb	ZDB-GENE-030131-948	adkb	322229	protein_coding
ENSDARG00000067545	adam19b	ZDB-GENE-070705-541	adam19b	571252	protein_coding
ENSDARG00000074610	si:ch211-113e8.6	ZDB-GENE-090313-13			protein_coding
ENSDARG00000114455	pimr164	ZDB-GENE-120214-11			protein_coding
ENSDARG00000059965	camsap2b	ZDB-GENE-070912-80			protein_coding
ENSDARG00000021849	si:dkey-256h2.1	ZDB-GENE-030131-9466	si:dkey-256h2.1	337520	protein_coding
ENSDARG00000102908	il16	ZDB-GENE-130103-3	il16	100534674	protein_coding
ENSDARG00000010070	adam9	ZDB-GENE-040912-127	adam9	447940	protein_coding
ENSDARG00000042180	foxl2a	ZDB-GENE-060512-241	foxl2a	692279	protein_coding
ENSDARG00000034577	si:dkey-23o4.6	ZDB-GENE-100922-3	si:dkey-23o4.6	561542	protein_coding
ENSDARG00000060671	lct	ZDB-GENE-081104-434	LOC559107	559107	protein_coding
ENSDARG00000069707	si:ch211-113e8.5	ZDB-GENE-090312-189	si:ch211-113e8.5	100307103	protein_coding
ENSDARG00000026185	yju2	ZDB-GENE-040426-841	yju2	393117	protein_coding
ENSDARG00000059690	slc29a4	ZDB-GENE-070112-1932	slc29a4	559668	protein_coding
ENSDARG00000099148	bzw1b	ZDB-GENE-040426-2881	bzw1b	406812	protein_coding
ENSDARG00000079905	mark2a	ZDB-GENE-030131-4145	mark2a	562231	protein_coding
ENSDARG00000074575	ppp1r9alb	ZDB-GENE-090312-99	ppp1r9alb	100007681	protein_coding
ENSDARG00000097491	ugt1b1	ZDB-GENE-080227-10	ugt1b1	558508	protein_coding
ENSDARG00000042780	apoba	ZDB-GENE-070702-4	apoba	566465	protein_coding
ENSDARG00000074695	mertka	ZDB-GENE-081107-1	mertka	100322133	protein_coding
ENSDARG00000099332	ly6m5	ZDB-GENE-131127-265	ly6m5	101882984	protein_coding
ENSDARG00000096587	itgam	ZDB-GENE-110510-4			protein_coding
ENSDARG00000045510	tbc1d22a	ZDB-GENE-041114-144	tbc1d22a	407720	protein_coding
ENSDARG00000044074	loxl2b	ZDB-GENE-050208-29	loxl2b	791144	protein_coding
ENSDARG00000062949	nt5dc3	ZDB-GENE-080523-3	nt5dc3	558469	protein_coding
ENSDARG00000011170	ndrg2	ZDB-GENE-041212-15	ndrg2	494050	protein_coding
ENSDARG00000078947	sdccag8	ZDB-GENE-090313-318	sdccag8	556980	protein_coding
ENSDARG00000076959	si:ch211-38m6.6	ZDB-GENE-070705-179	si:ch211-38m6.6	565645	protein_coding
ENSDARG00000099563	inpp5ka	ZDB-GENE-070410-101	inpp5ka	100037338	protein_coding
ENSDARG00000039309	hook2	ZDB-GENE-040426-1636			protein_coding
ENSDARG00000059059	emsy	ZDB-GENE-030131-7832	emsy	335889	protein_coding
ENSDARG00000091699	capn2a	ZDB-GENE-050320-69	capn2a	541374	protein_coding
ENSDARG00000093503	rsf1b.1	ZDB-GENE-030131-5829			protein_coding
ENSDARG00000044279	opn1mw3	ZDB-GENE-030728-6	opn1mw3	360152	protein_coding
ENSDARG00000034160	slc4a1ap	ZDB-GENE-080521-2	slc4a1ap	562351	protein_coding
ENSDARG00000103053	CR383680.2				pseudogene
ENSDARG00000078908	fbxo41	ZDB-GENE-090313-350	fbxo41	567804	protein_coding
ENSDARG00000092638	ptprua	ZDB-GENE-060503-232	ptprua	563584	protein_coding
ENSDARG00000019941	sgta	ZDB-GENE-030131-8811	sgta	336867	protein_coding
ENSDARG00000008447	fkbp4	ZDB-GENE-030131-514	fkbp4	321795	protein_coding
ENSDARG00000058219	tubd1	ZDB-GENE-040625-73	tubd1	415183	protein_coding
ENSDARG00000089507	ugt1b5	ZDB-GENE-080227-14	ugt1b5	100384899	protein_coding
ENSDARG00000068640	rsf1b.1	ZDB-GENE-030131-5829	rsf1b.1	327618	protein_coding
ENSDARG00000045886	slc38a2	ZDB-GENE-030131-9659	slc38a2	566537	protein_coding
ENSDARG00000092404	LCT	ZDB-GENE-081105-132	lct	796436	protein_coding
ENSDARG00000102834	si:ch211-195j11.30	ZDB-GENE-141216-465			protein_coding
ENSDARG00000097119	AL928657.1				lncRNA
ENSDARG00000077580	tspeara	ZDB-GENE-120215-12	tspeara	570420	protein_coding
ENSDARG00000099235	hook2	ZDB-GENE-040426-1636	hook2	394086	protein_coding
ENSDARG00000004336	exoc4	ZDB-GENE-041210-112	exoc4	559866	protein_coding
ENSDARG00000057606	arl4ca	ZDB-GENE-050417-265	arl4ca	550444	protein_coding
ENSDARG00000000183	ptpn4b	ZDB-GENE-030131-6259	ptpn4b	407634	protein_coding
ENSDARG00000097024	ugt1b4	ZDB-GENE-080227-13	ugt1b4	795050	protein_coding
ENSDARG00000056284	drd7	ZDB-GENE-060526-372	drd7	100002285	protein_coding
ENSDARG00000095781	BX908740.2				lncRNA
ENSDARG00000063309	tjp2a	ZDB-GENE-070925-2	tjp2a	565446	protein_coding
ENSDARG00000100443	CR376766.2				lncRNA
ENSDARG00000070055	arfip1	ZDB-GENE-040426-2690	arfip1	100003895	protein_coding
ENSDARG00000036212	tbc1d5	ZDB-GENE-040426-1197	tbc1d5	393583	protein_coding
ENSDARG00000023600	sh3gl2a	ZDB-GENE-040121-3	sh3gl2a	394091	protein_coding
ENSDARG00000033965	nup58	ZDB-GENE-040426-2326	nup58	406510	protein_coding
ENSDARG00000076713	ENSDARG00000076713	ZDB-GENE-081028-25	LOC799006	799006	protein_coding
ENSDARG00000093014	CR383662.1				lncRNA
ENSDARG00000016263	zdhhc5a	ZDB-GENE-090312-92	zdhhc5a	571795	protein_coding
ENSDARG00000041024	or111-6	ZDB-GENE-010308-14	or111-6	80364	protein_coding
ENSDARG00000094316	si:rp71-80o10.4	ZDB-GENE-090313-413	si:rp71-80o10.4	100307105	protein_coding
ENSDARG00000078251	TESK1	ZDB-GENE-090312-74	si:ch211-113e8.3	556048	protein_coding
ENSDARG00000070673	ptgr2	ZDB-GENE-050506-71	ptgr2	553234	protein_coding
ENSDARG00000101176	ugt1b7	ZDB-GENE-080227-15	ugt1b7	795261	protein_coding
ENSDARG00000077052	tnrc18	ZDB-GENE-100326-1	tnrc18	559514	protein_coding
ENSDARG00000059657	mks1	ZDB-GENE-030131-3813	mks1	556706	protein_coding
ENSDARG00000088453	or111-7	ZDB-GENE-000329-15	or111-7	58104	protein_coding
ENSDARG00000105308	CR626886.2				lncRNA
ENSDARG00000095994	CR383662.4				lncRNA
ENSDARG00000087873	eevs	ZDB-GENE-131121-365	eevs	100003999	protein_coding
ENSDARG00000061904	fhod3b	ZDB-GENE-081028-61			protein_coding
ENSDARG00000013274	eif4eb	ZDB-GENE-041121-14	eif4eb	493617	protein_coding
ENSDARG00000097231	ugt1b2	ZDB-GENE-080227-11	ugt1b2	100384893	protein_coding
ENSDARG00000003867	cdk20	ZDB-GENE-041212-84	cdk20	494112	protein_coding
